condition,source_line,iteration,observed_at,raw_rows,mv_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,legend_label,attribution_legend_label,data_path,warehouse,display_latency_sec,included_in_plot,exclusion_reason
imv_gen2,63,63,2026-08-11T21:38:57Z,33893505898,548548,4,Daily activity,10.969,8.451,2.518,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.969,True,
imv_gen2,64,64,2026-08-11T21:48:57Z,34442826434,559115,4,Daily activity,15.986,14.57,1.416,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.67,True,
imv_gen2,65,65,2026-08-11T21:58:57Z,34990195086,574478,4,Daily activity,20.17,16.68,3.49,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.969,True,
imv_gen2,66,66,2026-08-11T22:08:57Z,35543561911,584951,4,Daily activity,9.999,7.758,2.241,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.67,True,
imv_gen2,67,67,2026-08-11T22:18:57Z,36086551556,595352,4,Daily activity,13.67,11.467,2.203,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,14.338,True,
imv_gen2,68,68,2026-08-11T22:28:57Z,36629144961,610534,4,Daily activity,10.831,7.03,3.801,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.67,True,
imv_gen2,69,69,2026-08-11T22:38:57Z,37176739226,625922,4,Daily activity,16.391,12.732,3.659,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.831,True,
imv_gen2,70,70,2026-08-11T22:48:57Z,37714068818,636036,4,Daily activity,14.338,12.83,1.508,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,12.586,True,
imv_gen2,71,71,2026-08-11T22:58:57Z,38258658415,645397,4,Daily activity,8.19,6.435,1.755,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,12.586,True,
imv_gen2,72,72,2026-08-11T23:08:57Z,38815458699,647027,4,Daily activity,9.315,8.269,1.046,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,14.338,True,
imv_gen2,73,73,2026-08-11T23:18:57Z,39353814542,657293,4,Daily activity,12.586,9.172,3.414,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,14.338,True,
imv_gen2,74,74,2026-08-11T23:28:57Z,39910561199,667594,4,Daily activity,20.541,18.782,1.759,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,16.027,True,
imv_gen2,75,75,2026-08-11T23:38:57Z,40450795463,683174,4,Daily activity,19.393,17.176,2.217,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,17.14,True,
imv_gen2,76,76,2026-08-11T23:48:57Z,41001235716,693776,4,Daily activity,17.14,15.205,1.935,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,17.14,True,
imv_gen2,77,77,2026-08-11T23:58:57Z,41541364286,704017,4,Daily activity,16.027,14.164,1.863,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,17.14,True,
imv_gen2,78,78,2026-08-12T00:08:57Z,42087321356,713298,4,Daily activity,17.671,15.457,2.214,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,16.527,True,
imv_gen2,79,79,2026-08-12T00:18:57Z,42638946619,714939,4,Daily activity,15.603,12.246,3.357,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,16.027,True,
imv_gen2,80,80,2026-08-12T00:28:57Z,43189555601,725251,4,Daily activity,16.527,14.841,1.686,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,16.027,True,
imv_gen2,81,81,2026-08-12T00:38:57Z,43737335549,740685,4,Daily activity,14.687,11.606,3.081,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,16.527,True,
imv_gen2,82,82,2026-08-12T00:48:57Z,44285385932,750762,4,Daily activity,15.884,14.081,1.803,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,16.527,True,
imv_gen2,83,83,2026-08-12T00:58:57Z,44819116712,751509,4,Daily activity,29.971,26.285,3.686,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,,False,"above per-condition, per-query Tukey upper fence"
imv_gen2,84,84,2026-08-12T01:08:57Z,45370941730,761877,4,Daily activity,20.404,18.063,2.341,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,17.479,True,
imv_gen2,85,85,2026-08-12T01:18:57Z,45915210443,772204,4,Daily activity,17.479,12.713,4.766,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,17.479,True,
imv_gen2,86,86,2026-08-12T01:28:57Z,46469268846,787826,4,Daily activity,21.723,16.408,5.315,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,17.479,True,
imv_gen2,87,87,2026-08-12T01:38:57Z,47014619196,796688,4,Daily activity,18.549,14.871,3.678,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,17.479,True,
imv_gen2,88,88,2026-08-12T01:48:57Z,47557887173,798764,4,Daily activity,4.801,0.553,4.248,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.804,True,
imv_gen2,89,89,2026-08-12T01:58:57Z,48108937450,809157,4,Daily activity,2.227,0.785,1.442,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.804,True,
imv_gen2,90,90,2026-08-12T02:08:57Z,48654354733,819224,4,Daily activity,4.804,0.83,3.974,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.801,True,
imv_gen2,91,91,2026-08-12T02:18:57Z,49198792764,827602,4,Daily activity,1.739,0.894,0.845,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.433,True,
imv_gen2,92,92,2026-08-12T02:28:57Z,49752959746,830036,4,Daily activity,6.603,1.203,5.4,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,2.227,True,
imv_gen2,93,93,2026-08-12T02:38:57Z,50295558507,845478,4,Daily activity,1.45,0.29,1.16,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.433,True,
imv_gen2,94,94,2026-08-12T02:48:57Z,50839423797,855634,4,Daily activity,3.433,0.426,3.007,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,2.334,True,
imv_gen2,95,95,2026-08-12T02:58:57Z,51388846496,862465,4,Daily activity,1.137,0.635,0.502,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.433,True,
imv_gen2,96,96,2026-08-12T03:08:57Z,51921113849,866535,4,Daily activity,4.772,0.805,3.967,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,2.922,True,
imv_gen2,97,97,2026-08-12T03:18:57Z,52476957308,876756,4,Daily activity,2.334,0.868,1.466,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.433,True,
imv_gen2,98,98,2026-08-12T03:28:57Z,53013859627,886536,4,Daily activity,8.207,3.492,4.715,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,2.922,True,
imv_gen2,99,99,2026-08-12T03:38:57Z,53553602030,887550,4,Daily activity,2.922,1.554,1.368,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.772,True,
imv_gen2,100,100,2026-08-12T03:48:57Z,54096739316,903149,4,Daily activity,5.792,1.217,4.575,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.195,True,
imv_gen2,101,101,2026-08-12T03:58:57Z,54638958461,913400,4,Daily activity,1.649,1.067,0.582,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.792,True,
imv_gen2,102,102,2026-08-12T04:08:57Z,55184688243,923559,4,Daily activity,9.231,7.508,1.723,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.195,True,
imv_gen2,103,103,2026-08-12T04:18:57Z,55728939933,932475,4,Daily activity,5.195,3.65,1.545,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.57,True,
imv_gen2,104,104,2026-08-12T04:28:57Z,56273535672,934487,4,Daily activity,8.08,6.623,1.457,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.57,True,
imv_gen2,105,105,2026-08-12T04:38:57Z,56810381460,944879,4,Daily activity,4.647,2.928,1.719,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.645,True,
imv_gen2,106,106,2026-08-12T04:48:57Z,57362361385,960211,4,Daily activity,5.57,2.232,3.338,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.57,True,
imv_gen2,107,107,2026-08-12T04:58:57Z,57913493016,969932,4,Daily activity,7.645,6.189,1.456,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.645,True,
imv_gen2,108,108,2026-08-12T05:08:57Z,58446958006,971239,4,Daily activity,9.168,3.754,5.414,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.089,True,
imv_gen2,109,109,2026-08-12T05:18:57Z,58996538773,981564,4,Daily activity,3.254,1.795,1.459,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.645,True,
imv_gen2,110,110,2026-08-12T05:28:57Z,59543392881,991989,4,Daily activity,8.774,2.502,6.272,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.645,True,
imv_gen2,111,111,2026-08-12T05:38:57Z,60095495207,1007498,4,Daily activity,7.089,2.446,4.643,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.307,True,
imv_gen2,112,112,2026-08-12T05:48:57Z,60639957737,1017387,4,Daily activity,11.523,5.104,6.419,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.089,True,
imv_gen2,113,113,2026-08-12T05:58:57Z,61187361357,1021219,4,Daily activity,3.722,2.438,1.284,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.307,True,
imv_gen2,114,114,2026-08-12T06:08:57Z,61731139656,1028891,4,Daily activity,8.307,7.158,1.149,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.788,True,
imv_gen2,115,115,2026-08-12T06:18:57Z,62279567684,1039264,4,Daily activity,5.284,3.815,1.469,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.307,True,
imv_gen2,116,116,2026-08-12T06:28:57Z,62825580983,1049565,4,Daily activity,8.982,4.75,4.232,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.212,True,
imv_gen2,117,117,2026-08-12T06:38:57Z,63357205057,1064923,4,Daily activity,7.788,4.631,3.157,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.307,True,
imv_gen2,118,118,2026-08-12T06:48:57Z,63914819184,1069441,4,Daily activity,10.606,4.236,6.37,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.212,True,
imv_gen2,119,119,2026-08-12T06:58:57Z,64455955665,1075991,4,Daily activity,8.212,5.474,2.738,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.982,True,
imv_gen2,120,120,2026-08-12T07:08:57Z,65003623242,1086220,4,Daily activity,12.087,6.475,5.612,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.212,True,
imv_gen2,121,121,2026-08-12T07:18:57Z,65557201130,1095890,4,Daily activity,7.665,6.348,1.317,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.054,True,
imv_gen2,122,122,2026-08-12T07:28:57Z,66099065156,1097045,4,Daily activity,11.188,5.035,6.153,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.054,True,
imv_gen2,123,123,2026-08-12T07:38:57Z,66642452422,1107313,4,Daily activity,7.715,5.647,2.068,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.261,True,
imv_gen2,124,124,2026-08-12T07:48:57Z,67182421438,1117205,4,Daily activity,9.054,4.276,4.778,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.261,True,
imv_gen2,125,125,2026-08-12T07:58:57Z,67727916114,1123373,4,Daily activity,9.261,7.234,2.027,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.188,True,
imv_gen2,126,126,2026-08-12T08:08:57Z,68267471024,1133660,4,Daily activity,15.488,9.968,5.52,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.241,True,
imv_gen2,127,127,2026-08-12T08:18:57Z,68802200323,1143566,4,Daily activity,13.421,12.246,1.175,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.241,True,
imv_gen2,128,128,2026-08-12T08:28:57Z,69346329844,1144411,4,Daily activity,12.69,7.909,4.781,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.241,True,
imv_gen2,129,129,2026-08-12T08:38:57Z,69897183390,1154790,4,Daily activity,11.241,10.431,0.81,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.241,True,
imv_gen2,130,130,2026-08-12T08:48:57Z,70428726736,1164890,4,Daily activity,2.058,0.531,1.527,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.318,True,
imv_gen2,131,131,2026-08-12T08:58:57Z,70979357463,1171493,4,Daily activity,9.318,3.259,6.059,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.348,True,
imv_gen2,132,132,2026-08-12T09:08:57Z,71519985704,1179597,4,Daily activity,6.348,4.989,1.359,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.024,True,
imv_gen2,133,133,2026-08-12T09:18:57Z,72058735690,1189932,4,Daily activity,6.024,1.056,4.968,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.024,True,
imv_gen2,134,134,2026-08-12T09:28:57Z,72596851158,1199118,4,Daily activity,3.033,0.998,2.035,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.024,True,
imv_gen2,135,135,2026-08-12T09:38:57Z,73126410994,1200776,4,Daily activity,3.925,2.553,1.372,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.252,True,
imv_gen2,136,136,2026-08-12T09:48:57Z,73663989869,1211036,4,Daily activity,7.033,5.372,1.661,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.252,True,
imv_gen2,137,137,2026-08-12T09:58:57Z,74210734717,1220845,4,Daily activity,4.252,3.125,1.127,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,3.925,True,
imv_gen2,138,138,2026-08-12T10:08:57Z,74754170511,1221903,4,Daily activity,2.983,1.522,1.461,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,4.252,True,
imv_gen2,139,139,2026-08-12T10:18:57Z,75292467460,1235847,4,Daily activity,5.938,1.454,4.484,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.764,True,
imv_gen2,140,140,2026-08-12T10:28:57Z,75839048271,1245621,4,Daily activity,3.502,1.679,1.823,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.764,True,
imv_gen2,141,141,2026-08-12T10:38:57Z,76379287699,1246706,4,Daily activity,7.911,2.444,5.467,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,5.938,True,
imv_gen2,142,142,2026-08-12T10:48:57Z,76921212731,1256996,4,Daily activity,5.764,3.587,2.177,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.919,True,
imv_gen2,143,143,2026-08-12T10:58:57Z,77474274891,1267443,4,Daily activity,9.308,3.914,5.394,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.919,True,
imv_gen2,144,144,2026-08-12T11:08:57Z,78020239558,1267894,4,Daily activity,6.919,2.575,4.344,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.911,True,
imv_gen2,145,145,2026-08-12T11:18:57Z,78556038400,1278495,4,Daily activity,7.939,2.895,5.044,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.919,True,
imv_gen2,146,146,2026-08-12T11:28:57Z,79106583366,1292189,4,Daily activity,4.47,2.128,2.342,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.919,True,
imv_gen2,147,147,2026-08-12T11:38:57Z,79642025309,1297642,4,Daily activity,8.976,3.882,5.094,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.919,True,
imv_gen2,148,148,2026-08-12T11:48:57Z,80174044570,1303653,4,Daily activity,4.598,2.892,1.706,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.732,True,
imv_gen2,149,149,2026-08-12T11:58:57Z,80719696641,1314418,4,Daily activity,6.732,4.92,1.812,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,6.732,True,
imv_gen2,150,150,2026-08-12T12:08:57Z,81262895664,1323750,4,Daily activity,7.071,4.984,2.087,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.071,True,
imv_gen2,151,151,2026-08-12T12:18:57Z,81806775602,1325459,4,Daily activity,5.37,4.595,0.775,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,7.071,True,
imv_gen2,152,152,2026-08-12T12:28:57Z,82353792598,1340017,4,Daily activity,8.766,6.452,2.314,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,8.766,True,
imv_gen2,153,153,2026-08-12T12:38:57Z,82888706006,1350643,4,Daily activity,16.34,11.203,5.137,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.41,True,
imv_gen2,154,154,2026-08-12T12:48:57Z,83443900439,1351085,4,Daily activity,9.797,6.994,2.803,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.797,True,
imv_gen2,155,155,2026-08-12T12:58:57Z,83986715739,1361974,4,Daily activity,9.41,5.007,4.403,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.37,True,
imv_gen2,156,156,2026-08-12T13:08:57Z,84528180207,1372860,4,Daily activity,11.18,8.27,2.91,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.37,True,
imv_gen2,157,157,2026-08-12T13:18:57Z,85066604156,1381176,4,Daily activity,10.37,5.862,4.508,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.37,True,
imv_gen2,158,158,2026-08-12T13:28:57Z,85620033283,1384233,4,Daily activity,12.038,11.383,0.655,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.37,True,
imv_gen2,159,159,2026-08-12T13:38:57Z,86152994817,1399200,4,Daily activity,41.823,36.477,5.346,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,,False,"above per-condition, per-query Tukey upper fence"
imv_gen2,160,160,2026-08-12T13:48:57Z,86704737177,1410144,4,Daily activity,8.071,5.987,2.084,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.37,True,
imv_gen2,161,161,2026-08-12T13:58:57Z,87242847941,1420053,4,Daily activity,10.664,6.991,3.673,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.37,True,
imv_gen2,162,162,2026-08-12T14:08:57Z,87786454820,1421624,4,Daily activity,9.049,7.081,1.968,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,10.664,True,
imv_gen2,163,163,2026-08-12T14:18:57Z,88330971978,1432827,4,Daily activity,6.614,3.387,3.227,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.049,True,
imv_gen2,164,164,2026-08-12T14:28:57Z,88873955947,1443612,4,Daily activity,12.392,9.225,3.167,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.049,True,
imv_gen2,165,165,2026-08-12T14:38:57Z,89419840113,1446887,4,Daily activity,13.418,10.106,3.312,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.049,True,
imv_gen2,166,166,2026-08-12T14:48:57Z,89959994694,1459190,4,Daily activity,7.399,5.107,2.292,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.328,True,
imv_gen2,167,167,2026-08-12T14:58:57Z,90505068849,1470414,4,Daily activity,31.895,29.191,2.704,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,,False,"above per-condition, per-query Tukey upper fence"
imv_gen2,168,168,2026-08-12T15:08:57Z,91061606220,1481318,4,Daily activity,7.803,4.823,2.98,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.328,True,
imv_gen2,169,169,2026-08-12T15:18:57Z,91608517197,1487386,4,Daily activity,9.328,6.051,3.277,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.328,True,
imv_gen2,170,170,2026-08-12T15:28:57Z,92153494394,1493121,4,Daily activity,9.711,8.088,1.623,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.328,True,
imv_gen2,171,171,2026-08-12T15:38:57Z,92698030525,1504382,4,Daily activity,9.326,5.659,3.667,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,9.711,True,
imv_gen2,172,172,2026-08-12T15:48:57Z,93242607069,1515480,4,Daily activity,12.822,10.478,2.344,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.095,True,
imv_gen2,173,173,2026-08-12T15:58:57Z,93787407199,1525585,4,Daily activity,11.694,7.078,4.616,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.242,True,
imv_gen2,174,174,2026-08-12T16:08:57Z,94330065240,1531656,4,Daily activity,11.795,7.914,3.881,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.242,True,
imv_gen2,175,175,2026-08-12T16:18:57Z,94877773840,1543061,4,Daily activity,11.095,7.667,3.428,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.694,True,
imv_gen2,176,176,2026-08-12T16:28:57Z,95419508344,1554306,4,Daily activity,11.242,6.905,4.337,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.694,True,
imv_gen2,177,177,2026-08-12T16:38:57Z,95972724266,1554546,4,Daily activity,10.392,6.87,3.522,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.242,True,
imv_gen2,178,178,2026-08-12T16:48:57Z,96513946374,1566001,4,Daily activity,12.299,8.24,4.059,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,11.242,True,
imv_gen2,179,179,2026-08-12T16:58:57Z,97064716964,1581815,4,Daily activity,21.869,19.581,2.288,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,12.299,True,
imv_gen2,180,180,2026-08-12T17:08:57Z,97615350266,1592303,4,Daily activity,9.108,7.595,1.513,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.464,True,
imv_gen2,181,181,2026-08-12T17:18:57Z,98161784620,1598237,4,Daily activity,14.438,9.892,4.546,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.464,True,
imv_gen2,182,182,2026-08-12T17:28:57Z,98700378757,1604996,4,Daily activity,13.464,8.532,4.932,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.951,True,
imv_gen2,183,183,2026-08-12T17:38:57Z,99259158207,1616677,4,Daily activity,18.286,14.819,3.467,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.464,True,
imv_gen2,184,184,2026-08-12T17:48:57Z,99801890611,1628198,4,Daily activity,11.146,7.706,3.44,Interactive MV · Gen2 Small,Interactive MV · Gen2 Small,Interactive Materialized View,Gen2 Small,13.951,True,
imv_interactive,2,2,2026-08-11T11:28:57Z,532996784,9800,4,Daily activity,1.251,0.18,1.071,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,1.4344999999999999,True,
imv_interactive,3,3,2026-08-11T11:38:57Z,1108625165,19603,4,Daily activity,1.212,0.292,0.92,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,1.618,True,
imv_interactive,4,4,2026-08-11T11:48:57Z,1658912507,33130,4,Daily activity,2.258,0.598,1.66,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,1.9380000000000002,True,
imv_interactive,5,5,2026-08-11T11:58:57Z,2217147353,34501,4,Daily activity,1.618,0.657,0.961,Interactive MV,Interactive MV · Interactive + Gen2 fallback,Interactive Materialized View,Interactive Small,2.258,True,
