source_line,iteration,observed_at,raw_rows,query_number,query_name,latency_sec,compilation_sec,execution_sec,residual_sec,included_in_plot,exclusion_reason,display_compilation_sec,display_execution_sec
74,74,2026-08-11T23:28:57Z,39910561199,4,Daily activity,17.891,12.98,4.911,-1.7763568394002505e-15,True,,12.807,2.5639999999999983
75,75,2026-08-11T23:38:57Z,40450795463,4,Daily activity,15.051,13.26,1.791,4.440892098500626e-16,True,,12.807,3.984
76,76,2026-08-11T23:48:57Z,41001235716,4,Daily activity,19.764,13.873,5.891,0.0,True,,12.807,2.5639999999999983
77,77,2026-08-11T23:58:57Z,41541364286,4,Daily activity,14.67,12.807,1.863,-4.440892098500626e-16,True,,12.807,3.984
78,78,2026-08-12T00:08:57Z,42087321356,4,Daily activity,16.791,10.799,5.992,8.881784197001252e-16,True,,12.144,2.907
79,79,2026-08-12T00:18:57Z,42638946619,4,Daily activity,14.877,12.144,2.733,4.440892098500626e-16,True,,11.855,4.936
80,80,2026-08-12T00:28:57Z,43189555601,4,Daily activity,17.542,11.855,5.687,8.881784197001252e-16,True,,11.756,3.1210000000000004
81,81,2026-08-12T00:38:57Z,43737335549,4,Daily activity,13.672,11.588,2.084,1.3322676295501878e-15,True,,11.756,5.035
82,82,2026-08-12T00:48:57Z,44285385932,4,Daily activity,16.829,11.756,5.073,0.0,True,,11.855,3.0220000000000002
83,83,2026-08-12T00:58:57Z,44819116712,4,Daily activity,13.381,11.479,1.902,1.1102230246251565e-15,True,,11.855,4.974
84,84,2026-08-12T01:08:57Z,45370941730,4,Daily activity,19.909,12.465,7.444,-8.881784197001252e-16,True,,11.988,2.378
85,85,2026-08-12T01:18:57Z,45915210443,4,Daily activity,14.366,12.018,2.348,-8.881784197001252e-16,True,,11.988,2.378
86,86,2026-08-12T01:28:57Z,46469268846,4,Daily activity,17.352,12.423,4.929,0.0,True,,11.988,2.021000000000001
87,87,2026-08-12T01:38:57Z,47014619196,4,Daily activity,14.009,11.988,2.021,8.881784197001252e-16,True,,11.988,2.021000000000001
88,88,2026-08-12T01:48:57Z,47557887173,4,Daily activity,3.351,0.415,2.936,0.0,True,,0.762,2.589
89,89,2026-08-12T01:58:57Z,48108937450,4,Daily activity,1.124,0.469,0.655,1.1102230246251565e-16,True,,0.756,2.5949999999999998
90,90,2026-08-12T02:08:57Z,48654354733,4,Daily activity,3.103,0.46,2.643,4.440892098500626e-16,True,,0.469,2.634
91,91,2026-08-12T02:18:57Z,49198792764,4,Daily activity,1.267,0.762,0.505,-1.1102230246251565e-16,True,,0.469,2.634
92,92,2026-08-12T02:28:57Z,49752959746,4,Daily activity,4.486,0.756,3.73,-4.440892098500626e-16,True,,0.469,0.7979999999999999
93,93,2026-08-12T02:38:57Z,50295558507,4,Daily activity,0.929,0.233,0.696,1.1102230246251565e-16,True,,0.508,2.5949999999999998
94,94,2026-08-12T02:48:57Z,50839423797,4,Daily activity,3.778,0.508,3.27,0.0,True,,0.667,0.7509999999999999
95,95,2026-08-12T02:58:57Z,51388846496,4,Daily activity,0.7,0.449,0.251,-5.551115123125783e-17,True,,0.667,3.1109999999999998
96,96,2026-08-12T03:08:57Z,51921113849,4,Daily activity,3.88,0.667,3.213,0.0,True,,0.667,0.7509999999999999
97,97,2026-08-12T03:18:57Z,52476957308,4,Daily activity,1.418,0.704,0.714,0.0,True,,0.704,3.074
98,98,2026-08-12T03:28:57Z,53013859627,4,Daily activity,10.852,1.094,9.758,1.7763568394002505e-15,True,,1.035,0.405
99,99,2026-08-12T03:38:57Z,53553602030,4,Daily activity,1.317,1.035,0.282,5.551115123125783e-17,True,,1.094,2.7859999999999996
100,100,2026-08-12T03:48:57Z,54096739316,4,Daily activity,4.627,1.372,3.255,0.0,True,,1.212,1.6660000000000001
101,101,2026-08-12T03:58:57Z,54638958461,4,Daily activity,1.44,1.212,0.228,-2.7755575615628914e-17,True,,1.372,1.506
102,102,2026-08-12T04:08:57Z,55184688243,4,Daily activity,4.248,1.587,2.661,4.440892098500626e-16,True,,1.587,1.0410000000000001
103,103,2026-08-12T04:18:57Z,55728939933,4,Daily activity,2.878,1.813,1.065,2.220446049250313e-16,True,,1.75,1.1280000000000001
104,104,2026-08-12T04:28:57Z,56273535672,4,Daily activity,2.616,2.067,0.549,-1.1102230246251565e-16,True,,1.813,1.0650000000000002
105,105,2026-08-12T04:38:57Z,56810381460,4,Daily activity,2.628,2.063,0.565,0.0,True,,2.063,0.8799999999999999
106,106,2026-08-12T04:48:57Z,57362361385,4,Daily activity,3.845,1.75,2.095,0.0,True,,2.067,0.8759999999999999
107,107,2026-08-12T04:58:57Z,57913493016,4,Daily activity,2.943,2.321,0.622,-1.1102230246251565e-16,True,,2.304,0.9390000000000001
108,108,2026-08-12T05:08:57Z,58446958006,4,Daily activity,8.537,3.403,5.134,0.0,True,,2.321,1.524
109,109,2026-08-12T05:18:57Z,58996538773,4,Daily activity,3.243,2.304,0.939,1.1102230246251565e-16,True,,3.091,5.446000000000001
110,110,2026-08-12T05:28:57Z,59543392881,4,Daily activity,10.331,3.114,7.217,0.0,True,,3.091,5.446000000000001
111,111,2026-08-12T05:38:57Z,60095495207,4,Daily activity,13.228,3.091,10.137,0.0,True,,3.091,7.239999999999999
112,112,2026-08-12T05:48:57Z,60639957737,4,Daily activity,11.508,3.385,8.123,0.0,True,,3.091,7.239999999999999
113,113,2026-08-12T05:58:57Z,61187361357,4,Daily activity,3.85,2.746,1.104,0.0,True,,3.114,7.217
114,114,2026-08-12T06:08:57Z,61731139656,4,Daily activity,12.997,2.864,10.133,0.0,True,,3.254,5.1259999999999994
115,115,2026-08-12T06:18:57Z,62279567684,4,Daily activity,4.965,4.496,0.469,-5.551115123125783e-16,True,,3.372,5.007999999999999
116,116,2026-08-12T06:28:57Z,62825580983,4,Daily activity,8.38,4.058,4.322,8.881784197001252e-16,True,,3.372,4.704000000000001
117,117,2026-08-12T06:38:57Z,63370928291,4,Daily activity,8.076,3.254,4.822,8.881784197001252e-16,True,,3.602,4.777999999999999
118,118,2026-08-12T06:48:57Z,63914819184,4,Daily activity,11.161,3.372,7.789,0.0,True,,3.751,4.325000000000001
119,119,2026-08-12T06:58:57Z,64455955665,4,Daily activity,8.003,3.602,4.401,0.0,True,,3.751,4.629
120,120,2026-08-12T07:08:57Z,65003623242,4,Daily activity,14.226,4.036,10.19,1.7763568394002505e-15,True,,3.751,4.325000000000001
121,121,2026-08-12T07:18:57Z,65557201130,4,Daily activity,3.987,3.751,0.236,2.220446049250313e-16,True,,4.036,7.014000000000001
122,122,2026-08-12T07:28:57Z,66099065156,4,Daily activity,11.05,4.299,6.751,0.0,True,,4.279,3.747
123,123,2026-08-12T07:38:57Z,66642452422,4,Daily activity,8.026,4.279,3.747,0.0,True,,4.299,6.751
124,124,2026-08-12T07:48:57Z,67182421438,4,Daily activity,15.512,10.012,5.5,0.0,True,,4.357,6.6930000000000005
125,125,2026-08-12T07:58:57Z,67727916114,4,Daily activity,6.233,4.357,1.876,-4.440892098500626e-16,True,,10.012,1.9789999999999992
126,126,2026-08-12T08:08:57Z,68267471024,4,Daily activity,15.996,10.793,5.203,8.881784197001252e-16,True,,10.044,3.298
127,127,2026-08-12T08:18:57Z,68802200323,4,Daily activity,11.991,11.027,0.964,4.440892098500626e-16,True,,10.044,3.298
128,128,2026-08-12T08:28:57Z,69346329844,4,Daily activity,14.932,10.044,4.888,0.0,True,,10.044,1.9979999999999993
129,129,2026-08-12T08:38:57Z,69897183390,4,Daily activity,13.342,10.737,2.605,4.440892098500626e-16,True,,10.044,1.9979999999999993
130,130,2026-08-12T08:48:57Z,70428726736,4,Daily activity,1.37,0.379,0.991,1.1102230246251565e-16,True,,0.629,11.362
131,131,2026-08-12T08:58:57Z,70979357463,4,Daily activity,12.042,0.442,11.6,0.0,True,,0.629,3.7740000000000005
132,132,2026-08-12T09:08:57Z,71519985704,4,Daily activity,1.621,0.629,0.992,0.0,True,,0.629,3.7740000000000005
133,133,2026-08-12T09:18:57Z,72058735690,4,Daily activity,4.403,0.565,3.838,-4.440892098500626e-16,True,,0.629,1.967
134,134,2026-08-12T09:28:57Z,72596851158,4,Daily activity,2.596,1.033,1.563,2.220446049250313e-16,True,,1.011,3.3920000000000003
135,135,2026-08-12T09:38:57Z,73126410994,4,Daily activity,15.323,1.053,14.27,0.0,True,,1.011,1.5850000000000002
136,136,2026-08-12T09:48:57Z,73663989869,4,Daily activity,2.345,1.337,1.008,2.220446049250313e-16,True,,1.011,3.3920000000000003
137,137,2026-08-12T09:58:57Z,74210734717,4,Daily activity,10.295,1.011,9.284,0.0,True,,1.033,1.9420000000000002
138,138,2026-08-12T10:08:57Z,74754170511,4,Daily activity,1.791,0.944,0.847,0.0,True,,1.053,3.559
139,139,2026-08-12T10:18:57Z,75292467460,4,Daily activity,4.612,0.996,3.616,0.0,True,,1.184,1.7910000000000001
140,140,2026-08-12T10:28:57Z,75839048271,4,Daily activity,2.975,1.854,1.121,0.0,True,,1.184,3.428
141,141,2026-08-12T10:38:57Z,76379287699,4,Daily activity,16.591,1.184,15.407,1.7763568394002505e-15,True,,1.432,2.983
142,142,2026-08-12T10:48:57Z,76921212731,4,Daily activity,2.908,1.432,1.476,0.0,True,,1.575,3.037
143,143,2026-08-12T10:58:57Z,77474274891,4,Daily activity,11.394,1.575,9.819,0.0,True,,1.807,2.608
144,144,2026-08-12T11:08:57Z,78020239558,4,Daily activity,4.415,2.696,1.719,-2.220446049250313e-16,True,,1.763,8.794
145,145,2026-08-12T11:18:57Z,78556038400,4,Daily activity,13.584,1.81,11.774,0.0,True,,1.763,2.652
146,146,2026-08-12T11:28:57Z,79095605628,4,Daily activity,3.974,1.807,2.167,4.440892098500626e-16,True,,1.763,2.774
147,147,2026-08-12T11:38:57Z,79642025309,4,Daily activity,10.557,1.763,8.794,0.0,True,,1.807,2.608
148,148,2026-08-12T11:48:57Z,80174044570,4,Daily activity,2.788,1.559,1.229,-2.220446049250313e-16,True,,1.807,2.73
149,149,2026-08-12T11:58:57Z,80719696641,4,Daily activity,4.537,1.55,2.987,0.0,True,,1.807,2.167
150,150,2026-08-12T12:08:57Z,81262895664,4,Daily activity,3.629,2.384,1.245,0.0,True,,1.923,2.614
151,151,2026-08-12T12:18:57Z,81806775602,4,Daily activity,8.951,2.391,6.56,8.881784197001252e-16,True,,2.071,1.685
152,152,2026-08-12T12:28:57Z,82353792598,4,Daily activity,3.217,1.923,1.294,0.0,True,,2.207,2.33
153,153,2026-08-12T12:38:57Z,82888706006,4,Daily activity,11.734,2.207,9.527,1.7763568394002505e-15,True,,2.384,2.31
154,154,2026-08-12T12:48:57Z,83443900439,4,Daily activity,3.756,2.071,1.685,-4.440892098500626e-16,True,,2.391,6.5600000000000005
155,155,2026-08-12T12:58:57Z,83986715739,4,Daily activity,12.221,2.555,9.666,0.0,True,,2.555,2.139
156,156,2026-08-12T13:08:57Z,84528180207,4,Daily activity,4.694,2.937,1.757,2.220446049250313e-16,True,,2.929,8.226999999999999
157,157,2026-08-12T13:18:57Z,85066604156,4,Daily activity,12.607,2.929,9.678,-1.7763568394002505e-15,True,,2.937,1.7570000000000001
158,158,2026-08-12T13:28:57Z,85620033283,4,Daily activity,4.598,2.997,1.601,0.0,True,,2.997,7.856999999999999
159,159,2026-08-12T13:38:57Z,86152994817,4,Daily activity,11.156,3.197,7.959,8.881784197001252e-16,True,,2.997,1.697
160,160,2026-08-12T13:48:57Z,86704737177,4,Daily activity,4.633,3.835,0.798,0.0,True,,3.197,6.761
161,161,2026-08-12T13:58:57Z,87242847941,4,Daily activity,10.854,3.657,7.197,-8.881784197001252e-16,True,,3.197,1.6509999999999998
162,162,2026-08-12T14:08:57Z,87786454820,4,Daily activity,4.337,2.845,1.492,-4.440892098500626e-16,True,,3.34,3.9049999999999994
163,163,2026-08-12T14:18:57Z,88330971978,4,Daily activity,9.958,3.866,6.092,8.881784197001252e-16,True,,3.657,3.587999999999999
164,164,2026-08-12T14:28:57Z,88873955947,4,Daily activity,4.848,2.972,1.876,0.0,True,,3.652,4.023
165,165,2026-08-12T14:38:57Z,89419840113,4,Daily activity,7.245,3.34,3.905,4.440892098500626e-16,True,,3.652,4.023
166,166,2026-08-12T14:48:57Z,89959994694,4,Daily activity,7.883,4.07,3.813,-4.440892098500626e-16,True,,3.866,4.017000000000001
167,167,2026-08-12T14:58:57Z,90505068849,4,Daily activity,7.675,3.652,4.023,0.0,True,,4.07,3.6049999999999995
168,168,2026-08-12T15:08:57Z,91061606220,4,Daily activity,8.886,4.528,4.358,0.0,True,,4.528,3.3550000000000013
169,169,2026-08-12T15:18:57Z,91608517197,4,Daily activity,8.958,5.016,3.942,0.0,True,,4.723,4.066
170,170,2026-08-12T15:28:57Z,92153494394,4,Daily activity,7.274,4.723,2.551,0.0,True,,4.851,4.034999999999999
171,171,2026-08-12T15:38:57Z,92698030525,4,Daily activity,8.789,4.851,3.938,-4.440892098500626e-16,True,,5.016,3.942
172,172,2026-08-12T15:48:57Z,93242607069,4,Daily activity,12.106,10.369,1.737,0.0,True,,10.369,1.737
173,173,2026-08-12T15:58:57Z,93787407199,4,Daily activity,14.228,10.534,3.694,-8.881784197001252e-16,True,,10.38,2.9380000000000006
174,174,2026-08-12T16:08:57Z,94330065240,4,Daily activity,13.318,10.38,2.938,-1.3322676295501878e-15,True,,10.534,3.1899999999999995
175,175,2026-08-12T16:18:57Z,94877773840,4,Daily activity,13.724,10.546,3.178,8.881784197001252e-16,True,,10.534,3.264999999999999
176,176,2026-08-12T16:28:57Z,95419508344,4,Daily activity,14.293,10.619,3.674,-4.440892098500626e-16,True,,10.534,3.264999999999999
177,177,2026-08-12T16:38:57Z,95972724266,4,Daily activity,14.308,10.952,3.356,0.0,True,,10.546,3.253
178,178,2026-08-12T16:48:57Z,96513946374,4,Daily activity,13.799,10.208,3.591,-8.881784197001252e-16,True,,10.619,3.6739999999999995
179,179,2026-08-12T16:58:57Z,97064716964,4,Daily activity,12.859,10.524,2.335,8.881784197001252e-16,True,,10.75,3.558
180,180,2026-08-12T17:08:57Z,97615350266,4,Daily activity,14.355,10.75,3.605,4.440892098500626e-16,True,,10.931,3.3770000000000007
181,181,2026-08-12T17:18:57Z,98161784620,4,Daily activity,14.823,11.045,3.778,4.440892098500626e-16,True,,10.931,3.4240000000000013
182,182,2026-08-12T17:28:57Z,98700378757,4,Daily activity,16.147,11.56,4.587,-1.7763568394002505e-15,True,,10.988,3.5980000000000008
183,183,2026-08-12T17:38:57Z,99259158207,4,Daily activity,13.832,10.931,2.901,1.7763568394002505e-15,True,,11.045,3.7720000000000002
184,184,2026-08-12T17:48:57Z,99801890611,4,Daily activity,14.817,11.48,3.337,-4.440892098500626e-16,True,,11.2625,3.557500000000001
