table_name,table_id,vacuum_type,is_automatic,status,start_time,end_time,duration_seconds,rows_before_vacuum,size_before_vacuum,sortedrows_before_vacuum,sortedrows_after_vacuum
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:06:30.250668,2026-08-13 18:06:32.058848,1.80818,1522723,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:08:00.721406,,0.0,1532954,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:08:00.721406,2026-08-13 18:08:04.497801,3.776395,1504301,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:09:29.991007,,0.0,1524795,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:09:29.991007,2026-08-13 18:09:32.481581,2.490574,1500989,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:10:59.056015,2026-08-13 18:11:00.772858,1.716843,1507115,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:10:59.056015,,0.0,1511234,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:12:30.112323,2026-08-13 18:12:31.882293,1.76997,1517362,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:12:30.112323,,0.0,1539175,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:13:59.782659,,0.0,1538068,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:13:59.782659,2026-08-13 18:14:04.496838,4.714179,1512769,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:15:29.627430,2026-08-13 18:15:31.859912,2.232482,1526281,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:15:29.627430,,0.0,1533299,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:17:00.290639,2026-08-13 18:17:02.275289,1.98465,1517977,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:17:00.290639,,0.0,1536513,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:18:29.146487,2026-08-13 18:18:31.106363,1.959876,1526930,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:18:29.146487,,0.0,1538531,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:20:00.614703,,0.0,1537237,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:20:00.614703,2026-08-13 18:20:02.855937,2.241234,1522059,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:21:31.072697,,0.0,1542768,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:21:31.072697,2026-08-13 18:21:33.001475,1.928778,1513241,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:23:00.546224,2026-08-13 18:23:03.645067,3.098843,1515006,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:23:00.546224,,0.0,1523632,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:24:29.339932,2026-08-13 18:24:31.381187,2.041255,1530536,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:24:29.339932,,0.0,1551148,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:25:59.182794,,0.0,1550891,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:25:59.182794,2026-08-13 18:26:01.192340,2.009546,1524257,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:27:31.041291,,0.0,1544891,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:27:31.041291,2026-08-13 18:27:33.620764,2.579473,1537814,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:29:01.085820,,0.0,1548031,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:29:01.085820,2026-08-13 18:29:03.135516,2.049696,1530673,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:30:29.337812,,0.0,1551018,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:30:29.337812,2026-08-13 18:30:32.584038,3.246226,1521735,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:31:59.400055,,0.0,1541923,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:31:59.400055,2026-08-13 18:32:01.589972,2.189917,1528159,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:33:30.207241,,0.0,1538137,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:33:30.207241,2026-08-13 18:33:31.134159,0.926918,1532882,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:35:00.912976,,0.0,1553152,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:35:00.912976,2026-08-13 18:35:04.282671,3.369695,1524552,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:36:30.367951,,0.0,1540802,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:36:30.367951,2026-08-13 18:36:31.863410,1.495459,1540802,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:38:00.421468,2026-08-13 18:38:03.818410,3.396942,1537597,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:38:00.421468,,0.0,1562324,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:39:29.469471,2026-08-13 18:39:31.857053,2.387582,1553345,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:39:29.469471,,0.0,1564306,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:40:59.543851,,0.0,1573715,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:40:59.543851,2026-08-13 18:41:01.999411,2.45556,1535005,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:42:30.205785,,0.0,1545194,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:42:30.205785,2026-08-13 18:42:32.598009,2.392224,1545194,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:44:00.063204,,0.0,1555436,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:44:00.063204,2026-08-13 18:44:02.366202,2.302998,1535704,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:45:30.528246,,0.0,1556189,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:45:30.528246,2026-08-13 18:45:32.418515,1.890269,1553275,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:47:01.819236,2026-08-13 18:47:04.673021,2.853785,1541656,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:47:01.819236,,0.0,1563620,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:48:30.685048,2026-08-13 18:48:33.449183,2.764135,1541592,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:48:30.685048,,0.0,1563588,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:50:01.162102,2026-08-13 18:50:03.639867,2.477765,1549408,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:50:01.162102,,0.0,1561707,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:51:29.593778,2026-08-13 18:51:31.956932,2.363154,1560462,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:51:29.593778,,0.0,1585443,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:52:59.661665,,0.0,1570709,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:52:59.661665,2026-08-13 18:53:02.838063,3.176398,1554526,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:54:31.110709,,0.0,1575072,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:54:31.110709,2026-08-13 18:54:33.856007,2.745298,1553969,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:55:59.569582,,0.0,1564270,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:55:59.569582,2026-08-13 18:56:01.274916,1.705334,1559221,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:57:29.614208,2026-08-13 18:57:32.802399,3.188191,1571797,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:57:29.614208,,0.0,1579955,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 18:59:01.485325,2026-08-13 18:59:03.919777,2.434452,1564145,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 18:59:01.485325,,0.0,1582187,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:00:30.737208,2026-08-13 19:00:33.212026,2.474818,1553745,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:00:30.737208,,0.0,1590874,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:02:00.804714,2026-08-13 19:02:02.973427,2.168713,1564636,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:02:00.804714,,0.0,1573950,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:03:29.666777,,0.0,1587302,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:03:29.666777,2026-08-13 19:03:32.745953,3.079176,1577778,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:05:01.212991,,0.0,1587991,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:05:01.212991,2026-08-13 19:05:03.116360,1.903369,1565805,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:06:30.118884,,0.0,1586218,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:06:30.118884,2026-08-13 19:06:32.165207,2.046323,1568897,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:08:00.856410,2026-08-13 19:08:03.079727,2.223317,1567369,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:08:00.856410,,0.0,1579162,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:09:29.707859,2026-08-13 19:09:31.296112,1.588253,1576747,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:09:29.707859,,0.0,1588070,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:10:59.769336,2026-08-13 19:11:01.567301,1.797965,1571522,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:10:59.769336,,0.0,1587058,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:12:31.232997,2026-08-13 19:12:33.537183,2.304186,1585285,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:12:31.232997,,0.0,1597382,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:14:00.870714,,0.0,1605411,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:14:00.870714,2026-08-13 19:14:03.155405,2.284691,1572732,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:15:30.125407,,0.0,1602869,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:15:30.125407,2026-08-13 19:15:32.967484,2.842077,1584957,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:16:59.771519,,0.0,1595286,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:16:59.771519,2026-08-13 19:17:02.000181,2.228662,1583694,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:18:30.428516,,0.0,1604317,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:18:30.428516,2026-08-13 19:18:32.381399,1.952883,1576037,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:20:00.089342,,0.0,1586350,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:20:00.089342,2026-08-13 19:20:01.303025,1.213683,1578230,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:21:32.160483,,0.0,1598964,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:21:32.160483,2026-08-13 19:21:33.158038,0.997555,1585756,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:23:00.606788,2026-08-13 19:23:03.697811,3.091023,1576419,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:23:00.606788,,0.0,1596131,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:24:33.061472,2026-08-13 19:24:34.989648,1.928176,1576138,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:24:33.061472,,0.0,1599313,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:25:59.876907,,0.0,1594926,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:25:59.876907,2026-08-13 19:26:01.031825,1.154918,1587767,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:27:30.759641,,0.0,1619606,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:27:30.759641,2026-08-13 19:27:32.609894,1.850253,1602193,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:29:00.002756,,0.0,1612458,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:29:00.002756,2026-08-13 19:29:02.376012,2.373256,1591445,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:30:30.086569,,0.0,1612052,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:30:30.086569,2026-08-13 19:30:32.573600,2.487031,1601951,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:32:01.320815,,0.0,1612297,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:32:01.320815,2026-08-13 19:32:04.401286,3.080471,1586732,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:33:32.999700,,0.0,1607459,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:33:32.999700,2026-08-13 19:33:34.169757,1.170057,1602846,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:35:00.444528,,0.0,1613251,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:35:00.444528,2026-08-13 19:35:02.821097,2.376569,1591848,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:36:30.246436,2026-08-13 19:36:32.841751,2.595315,1602923,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:36:30.246436,,0.0,1612844,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:38:00.135044,2026-08-13 19:38:03.494943,3.359899,1601461,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:38:00.135044,,0.0,1623979,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:39:30.598380,,0.0,1636964,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:39:30.598380,2026-08-13 19:39:33.669393,3.071013,1618425,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:41:02.056788,,0.0,1628742,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:41:02.056788,2026-08-13 19:41:04.496851,2.440063,1600810,2989,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:42:30.116550,,0.0,1621526,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:42:30.116550,2026-08-13 19:42:32.441267,2.324717,1599498,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:44:00.156248,2026-08-13 19:44:01.805114,1.648866,1599467,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:44:00.156248,,0.0,1609900,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:45:31.815952,2026-08-13 19:45:34.297675,2.481723,1614477,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:45:31.815952,,0.0,1620218,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:47:02.273671,2026-08-13 19:47:05.274806,3.001135,1597674,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:47:02.273671,,0.0,1624889,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:48:30.530374,2026-08-13 19:48:33.057391,2.527017,1610496,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:48:30.530374,,0.0,1618600,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:50:01.183162,,0.0,1630579,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:50:01.183162,2026-08-13 19:50:03.390048,2.206886,1613697,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:51:31.842929,2026-08-13 19:51:33.917616,2.074687,1629713,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:51:31.842929,,0.0,1649930,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:53:00.297733,2026-08-13 19:53:02.587296,2.289563,1621092,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:53:00.297733,,0.0,1640162,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:54:31.353660,,0.0,1641875,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:54:31.353660,2026-08-13 19:54:33.554159,2.200499,1618205,2990,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:56:00.204201,,0.0,1628541,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:56:00.204201,2026-08-13 19:56:01.395324,1.191123,1617644,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:57:31.252114,,0.0,1638302,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:57:31.252114,2026-08-13 19:57:32.336624,1.08451,1623719,2988,47,47
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Started Delete Only,2026-08-13 19:59:00.929649,,0.0,1634113,2988,47,0
mv_tbl__quotes_daily__0                                                                                                                 ,230009,Delete                        ,t,[VacuumBG] Finished           ,2026-08-13 19:59:00.929649,2026-08-13 19:59:02.104756,1.175107,1619351,2988,47,47
